supplier_name_raw,supplier_name_norm,candidate_company_number,candidate_company_name,match_score,candidate_count,total_spend,decision,queue_reason
GREAT WESTERN RAILWAY,GREAT WESTERN RAILWAY,01759457,GREAT WESTERN RAILWAY LIMITED,1.0,1,1645099386.59,,tier 4 fuzzy
WEST MIDLANDS TRAINS,WEST MIDLANDS TRAINS,09860466,WEST MIDLANDS TRAINS LIMITED,1.0,1,870427482.8,,tier 4 fuzzy
CAPGEMINI,CAPGEMINI,00943935,CAPGEMINI UK PLC,,1,349037030.64,,tier 1 demoted: register name disagrees
NEXUS,NEXUS,OE007963,NEXUS LIMITED,1.0,1,106362560.99,,tier 4 fuzzy
CABINET OFFICE,CABINET OFFICE,05756325,THE CABINET OFFICE LTD,1.0,1,82040838.59,,tier 4 fuzzy
EVIDEN TECHNOLOGY SERVICES LIMITED,EVIDEN TECHNOLOGY SERVICES LTD,FC040271,EVIDEN TECHNOLOGY SERVICES LIMITED,1.0,2,56588031.83,,tier 4 fuzzy
LendLease Construction(EUROPE) Ltd,LENDLEASE CONSTRUCTION EUROPE LTD,00467006,BOVIS CONSTRUCTION (EUROPE) LIMITED,,1,49565932.31,,tier 1 demoted: register name disagrees
MERSEYTRAVEL,MERSEYTRAVEL,02027686,MERSEYTRAVEL LIMITED,1.0,1,45323203.07,,tier 4 fuzzy
NEWCASTLE ESTATE PARTNERSHIP,NEWCASTLE ESTATE PARTNERSHIP,03124864,THE NEWCASTLE ESTATE PARTNERSHIP LIMITED,1.0,1,42531455.37,,tier 4 fuzzy
TELEREAL TRILLIUM,TELEREAL TRILLIUM,09335291,TELEREAL TRILLIUM LIMITED,1.0,1,23574968.61,,tier 4 fuzzy
LAND SECURITIES PROPERTIES LTD,LAND SECURITIES PROPERTIES LTD,00961477,LAND SECURITIES PROPERTIES LIMITED,1.0,2,19968977,,tier 4 fuzzy
FIRST WEST OF ENGLAND,FIRST WEST OF ENGLAND,00025088,FIRST WEST OF ENGLAND LIMITED,1.0,1,18728940.74,,tier 4 fuzzy
XEROX U K LTD,XEROX U K LTD,00330754,XEROX (UK) LIMITED,,1,18657155.04,,tier 1 demoted: register name disagrees
GO NORTH EAST,GO NORTH EAST,02057284,GO NORTH EAST LIMITED,1.0,1,16197710.54,,tier 4 fuzzy
Chevron Traffic Management,CHEVRON TRAFFIC MANAGEMENT,03316774,CHEVRON TRAFFIC MANAGEMENT LIMITED,1.0,1,15469635.9,,tier 4 fuzzy
PRICEWATERHOUSE COOPERS LLP,PRICEWATERHOUSE COOPERS LLP,OC303525,PRICEWATERHOUSECOOPERS LLP,,1,13086655.57,,tier 1 demoted: register name disagrees
ETM Contractors Ltd,ETM CONTRACTORS LTD,02970707,E T M CONTRACTORS LIMITED,,1,12090246,,tier 1 demoted: register name disagrees
OVE ARUP & PARTNERS,OVE ARUP AND PARTNERS,01312453,OVE ARUP & PARTNERS LIMITED,1.0,1,10684378.79,,tier 4 fuzzy
OVE ARUP & PARTNERS,OVE ARUP AND PARTNERS,00952468,OVE ARUP & PARTNERS INTERNATIONAL LIMITED,,1,10684378.79,,tier 1 demoted: register name disagrees
Mencap,MENCAP,00889191,MENCAP LIMITED,1.0,1,10539075.78,,tier 4 fuzzy
CARTER JONAS,CARTER JONAS,06287947,CARTER JONAS LIMITED,1.0,2,10061631.9,,tier 4 fuzzy
VERSION 1,VERSION 1,03438874,VERSION 1 SOLUTIONS LIMITED,,1,9681079.54,,tier 1 demoted: register name disagrees
Npower,NPOWER,03653277,NPOWER LIMITED,1.0,1,9366968.8,,tier 4 fuzzy
KAPSCH TRAFFICCOM,KAPSCH TRAFFICCOM,05859799,KAPSCH TRAFFICCOM LIMITED,1.0,1,9332651.78,,tier 4 fuzzy
Amey Highways Lighting (Manchester),AMEY HIGHWAYS LIGHTING MANCHESTER,04738640,AMEY HIGHWAYS LIGHTING (MANCHESTER) LIMITED,1.0,1,9227605.5,,tier 4 fuzzy
VERSION 1 SOLUTION LTD,VERSION 1 SOLUTION LTD,03438874,VERSION 1 SOLUTIONS LIMITED,,1,8207263.68,,tier 1 demoted: register name disagrees
SUSTRANS LTD,SUSTRANS LTD,01797726,WALK WHEEL CYCLE TRUST,,1,7899039,,tier 1 demoted: register name disagrees
FCC Construccion S.A.UK Branch,FCC CONSTRUCCION S A UK BRANCH,FC031636,"FCC CONSTRUCCION S A, UK BRANCH OFFICE",0.8571,1,7768413.04,,tier 4 fuzzy
ARRIVA THE SHIRES,ARRIVA THE SHIRES,02116519,ARRIVA THE SHIRES LIMITED,1.0,1,7602161.4,,tier 4 fuzzy
Manchester Active,MANCHESTER ACTIVE,03747112,MANCHESTER ACTIVE LIMITED,1.0,1,7575788.18,,tier 4 fuzzy
CHELTENHAM & GLOUCESTER,CHELTENHAM AND GLOUCESTER,02299428,CHELTENHAM & GLOUCESTER PLC,1.0,1,6341542.98,,tier 4 fuzzy
Core Highways (Projects) Limited,CORE HIGHWAYS PROJECTS LTD,01664145,CORE HIGHWAYS HOLDINGS LIMITED,,1,6153685.21,,tier 1 demoted: register name disagrees
CLOUDTHING LIMITED,CLOUDTHING LTD,07510381,KERV DIGITAL LIMITED,,1,5885282.98,,tier 1 demoted: register name disagrees
Toyota (GB) PLC,TOYOTA GB PLC,00916634,TOYOTA(G.B.) PLC,,1,5620681.28,,tier 1 demoted: register name disagrees
Coforge,COFORGE,05046048,COFORGE LIMITED,1.0,1,4954019,,tier 4 fuzzy
EW Beard Limited,EW BEARD LTD,01126135,E.W. BEARD LIMITED,,1,4520100.53,,tier 1 demoted: register name disagrees
Changing Lives,CHANGING LIVES,09918526,CHANGING LIVES LIMITED,1.0,1,4145260.76,,tier 4 fuzzy
THOMSON REUTERS,THOMSON REUTERS,01679046,THOMSON REUTERS (PROFESSIONAL) UK LIMITED,,1,4135146.44,,tier 1 demoted: register name disagrees
MWJV,MWJV,11537308,MWJV LTD,1.0,1,4079615.99,,tier 4 fuzzy
Click Travel Ltd t/a travel.cloud,CLICK TRAVEL LTD,03770815,PERK UK LTD,,1,3850217.42,,tier 1 demoted: register name disagrees
Click Travel Ltd t/a travel.cloud,CLICK TRAVEL LTD,12234722,CLICK CLICK TRAVEL LTD,1.0,1,3850217.42,,tier 4 fuzzy
Bt Global Services,BT GLOBAL SERVICES,02410810,BT GLOBAL SERVICES LIMITED,,1,3800664.96,,tier 1 demoted: register name disagrees
Bt Global Services,BT GLOBAL SERVICES,02410810,BT GLOBAL SERVICES LIMITED,1.0,1,3800664.96,,tier 4 fuzzy
SPECIALIST COMPUTER CENTRE PLC,SPECIALIST COMPUTER CENTRE PLC,01428210,SPECIALIST COMPUTER CENTRES PLC,,1,3638787.39,,tier 1 demoted: register name disagrees
Automation Logic,AUTOMATION LOGIC,07093444,AUTOMATION LOGIC LTD,1.0,1,3544008.58,,tier 4 fuzzy
NATIONAL GRID ELECTRICITY TRANSMISSION,NATIONAL GRID ELECTRICITY TRANSMISSION,02366977,NATIONAL GRID ELECTRICITY TRANSMISSION PLC,1.0,1,3527965.98,,tier 4 fuzzy
Sureserve Fire and Electrical Limited,SURESERVE FIRE AND ELECTRICAL LTD,02504054,SURESERVE COMPLIANCE FIRE LIMITED,,1,3396760.87,,tier 1 demoted: register name disagrees
Manchester Creative Digital Assets,MANCHESTER CREATIVE DIGITAL ASSETS,10300159,MANCHESTER CREATIVE DIGITAL ASSETS LIMITED,1.0,1,3386046,,tier 4 fuzzy
Mediline Supported Living,MEDILINE SUPPORTED LIVING,02071750,MEDILINE SUPPORTED LIVING LIMITED,1.0,1,3136008.32,,tier 4 fuzzy
LOGAN CONSTRUCTION SE LTD,LOGAN CONSTRUCTION SE LTD,03167858,LOGAN CONSTRUCTION (SOUTH EAST) LTD,,1,3051843.85,,tier 1 demoted: register name disagrees
CLC Contractors Limited,CLC CONTRACTORS LTD,01230435,C.L.C. CONTRACTORS LIMITED,,1,2735834.47,,tier 1 demoted: register name disagrees
THE ENERGY SAVING TRUST ENTERPRISES,ENERGY SAVING TRUST ENTERPRISES,07805748,ENERGY SAVING TRUST ENTERPRISES LIMITED,1.0,1,2588283.81,,tier 4 fuzzy
Avalon T/a Adult Placement Services,AVALON,03204366,AVALON LIMITED,1.0,1,2532102.71,,tier 4 fuzzy
Avalon T/a Adult Placement Services,AVALON,02976727,AVALON GROUP (SOCIAL CARE),,1,2532102.71,,tier 1 demoted: register name disagrees
1625 Independent People,1625 INDEPENDENT PEOPLE,IP23964R,1625 INDEPENDENT PEOPLE LIMITED,1.0,1,2510303.06,,tier 4 fuzzy
CTC,CTC,09395744,CTC+ LTD,1.0,1,2425150,,tier 4 fuzzy
Derwent House,DERWENT HOUSE,14458646,DERWENT HOUSE LTD,1.0,1,2382838.88,,tier 4 fuzzy
VIRGIN MEDIA BUSINESS,VIRGIN MEDIA BUSINESS,01785381,VIRGIN MEDIA BUSINESS LIMITED,,1,2313453.03,,tier 1 demoted: register name disagrees
VIRGIN MEDIA BUSINESS,VIRGIN MEDIA BUSINESS,01785381,VIRGIN MEDIA BUSINESS LIMITED,1.0,1,2313453.03,,tier 4 fuzzy
HIGHSPEED OFFICE LTD,HIGHSPEED OFFICE LTD,03935705,SYNTURA GROUP LIMITED,,1,2298415.52,,tier 1 demoted: register name disagrees
THAMES TRAVEL (WALLINGFORD),THAMES TRAVEL WALLINGFORD,04184436,THAMES TRAVEL (WALLINGFORD) LIMITED,1.0,1,2284908.59,,tier 4 fuzzy
The Salvation Army,SALVATION ARMY,00259322,SALVATION ARMY TRUSTEE COMPANY(THE),,1,2220763.87,,tier 1 demoted: register name disagrees
Homes 4 All,HOMES 4 ALL,11589761,HOMES 4 ALL LTD,1.0,1,2181992.52,,tier 4 fuzzy
BARCLAYCARD,BARCLAYCARD,02530163,BARCLAYCARD FUNDING PLC,,1,2178355.29,,tier 1 demoted: register name disagrees
Corona Energy,CORONA ENERGY,03241012,CORONA ENERGY LIMITED,1.0,1,2154294.91,,tier 4 fuzzy
Enterprise Rent A Car,ENTERPRISE RENT A CAR,02946689,ENTERPRISE RENT-A-CAR UK LIMITED,,1,2150806.36,,tier 1 demoted: register name disagrees
CAPGEMINI UK,CAPGEMINI UK,00943935,CAPGEMINI UK PLC,1.0,1,2130039.58,,tier 4 fuzzy
Great Minds Together Ltd,GREAT MINDS TOGETHER LTD,12000329,GREAT MINDS TOGETHER LIMITED,1.0,1,2104396.53,,tier 4 fuzzy
Venturers Trust,VENTURERS TRUST,06511936,VENTURERS TRUST,1.0,1,2102841.95,,tier 4 fuzzy
EDF ENERGY,EDF ENERGY,02366852,EDF ENERGY LIMITED,1.0,1,2022040.75,,tier 4 fuzzy
Addleshaw Goddard,ADDLESHAW GODDARD,04673315,ADDLESHAW GODDARD LIMITED,,1,1940000,,tier 1 demoted: register name disagrees
Addleshaw Goddard,ADDLESHAW GODDARD,04673315,ADDLESHAW GODDARD LIMITED,1.0,2,1940000,,tier 4 fuzzy
Wythenshawe Community Housing Group,WYTHENSHAWE COMMUNITY HOUSING GROUP,RS008530,WYTHENSHAWE COMMUNITY HOUSING GROUP LIMITED,1.0,1,1936542.24,,tier 4 fuzzy
Gray Community Care,GRAY COMMUNITY CARE,10678050,GRAY COMMUNITY CARE LIMITED,1.0,1,1931997.41,,tier 4 fuzzy
DALCOUR MACLAREN,DALCOUR MACLAREN,04836300,DALCOUR MACLAREN LIMITED,1.0,1,1928264.6,,tier 4 fuzzy
Heathcotes Care,HEATHCOTES CARE,05232834,HEATHCOTES CARE LIMITED,1.0,1,1803325.99,,tier 4 fuzzy
IBM (UK) LIMITED,IBM UK LTD,00741598,IBM UNITED KINGDOM LIMITED,,1,1802243.67,,tier 1 demoted: register name disagrees
Witherslack Group,WITHERSLACK GROUP,03579104,WITHERSLACK GROUP LIMITED,1.0,1,1765311.59,,tier 4 fuzzy
Magans Taxis,MAGANS TAXIS,07675107,MAGANS TAXIS LIMITED,1.0,1,1647215.5,,tier 4 fuzzy
Robertson Construction Group,ROBERTSON CONSTRUCTION GROUP,SC347921,ROBERTSON CONSTRUCTION GROUP LIMITED,1.0,1,1626181.72,,tier 4 fuzzy
Robertson Construction Group,ROBERTSON CONSTRUCTION GROUP,SC347921,ROBERTSON CONSTRUCTION GROUP LIMITED,,1,1626181.72,,tier 1 demoted: register name disagrees
HOME,HOME,00368269,@HOME LIMITED,1.0,1,1577346.73,,tier 4 fuzzy
Fostering Solutions,FOSTERING SOLUTIONS,04006225,FOSTERING SOLUTIONS LIMITED,1.0,1,1561460.3,,tier 4 fuzzy
Westfield Minibuses,WESTFIELD MINIBUSES,15249853,WESTFIELD MINIBUSES LIMITED,1.0,1,1530233.25,,tier 4 fuzzy
Homecare Support,HOMECARE SUPPORT,10750586,HOMECARE SUPPORT LTD,1.0,1,1495885.05,,tier 4 fuzzy
The Big Life Company,BIG LIFE COMPANY,04227431,THE BIG LIFE COMPANY LIMITED,1.0,1,1492633.34,,tier 4 fuzzy
LITTLEFISH UK LIMITED,LITTLEFISH UK LTD,04700876,LITTLE FISH (UK) LIMITED,,1,1423604.39,,tier 1 demoted: register name disagrees
HOGAN LOVELLS INTERNATIONAL LLP,HOGAN LOVELLS INTERNATIONAL LLP,OC323639,HOGAN LOVELLS CADWALADER INTERNATIONAL LLP,,1,1359745.92,,tier 1 demoted: register name disagrees
THE DEXTROUS WEB T/A DXW,DEXTROUS WEB,06617101,THE DEXTROUS WEB LTD,1.0,1,1342829.34,,tier 4 fuzzy
The Fostering Team,FOSTERING TEAM,14002897,THE FOSTERING TEAM LIMITED,1.0,1,1312447.12,,tier 4 fuzzy
Great Western Credit Union,GREAT WESTERN CREDIT UNION,IP000597,GREAT WESTERN CREDIT UNION LIMITED,1.0,1,1276718.26,,tier 4 fuzzy
We Care and Repair,WE CARE AND REPAIR,IP25479R,WE CARE & REPAIR LIMITED,1.0,1,1275855.72,,tier 4 fuzzy
Muddy Boots Nursery,MUDDY BOOTS NURSERY,07479672,MUDDY BOOTS NURSERY LTD.,1.0,1,1250743.35,,tier 4 fuzzy
International Motors,INTERNATIONAL MOTORS,01269717,INTERNATIONAL MOTORS LIMITED,1.0,1,1211894.09,,tier 4 fuzzy
Anglian Water Business (National),ANGLIAN WATER BUSINESS NATIONAL,03017251,ANGLIAN WATER BUSINESS (NATIONAL) LIMITED,1.0,1,1208001.03,,tier 4 fuzzy
Newcross Healthcare Solutions,NEWCROSS HEALTHCARE SOLUTIONS,03184321,NEWCROSS HEALTHCARE SOLUTIONS LIMITED,1.0,1,1202251.81,,tier 4 fuzzy
Nexus Solicitors,NEXUS SOLICITORS,03997942,NEXUS SOLICITORS LIMITED,1.0,1,1199287.68,,tier 4 fuzzy
